IP,Port,Banner,Timestamp,Hostnames,Country,City,Operating System,Organization
66.119.109.130,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T11:35:32.041622,,United States,Murphy,,Blue Ridge Mountain Electric Membership Corporatio
83.18.111.250,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T10:30:24.648533,ayh250.internetdsl.tpnet.pl,Poland,,,Orange Polska
88.220.110.173,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T10:25:29.316470,,Poland,,,MSI Telekom Sp. z o.o. Sp. k.
209.181.8.139,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T09:32:11.646299,d209-181-8-139.wispwest.net,United States,Ennis,,wispwest.net
64.7.71.140,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY, PAUSE

",2016-12-30T09:14:06.070699,71.140.webperception.com,United States,Novato,,"WebPerception, LLC"
195.32.124.229,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY, PAUSE

",2016-12-30T09:03:08.776576,,Italy,,,Metis S.r.l.
185.32.18.237,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T08:56:04.210150,185-32-18-237-priona.ip4.guifi.net,Spain,Gurb,,Fundacio guifi.net
94.227.18.254,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T08:12:49.060410,94-227-18-254.access.telenet.be,Belgium,Turnhout,,Telenet N.V.
85.155.64.37,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T08:05:40.693432,85.155.64.37.dyn.user.ono.com,Spain,,,Auna Canarias
37.189.210.119,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T07:54:34.572948,bl28-210-119.dsl.telepac.pt,Portugal,,,PT Comunicacoes
93.185.113.36,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T07:23:38.220405,host-36.113.185.93.ntrnet.it,Italy,Castiglione Delle Stiviere,Linux 2.6.x,NTRnet s.r.l.
91.147.248.114,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T07:21:32.183535,kabelnet-248-114.parisat.hu,Hungary,,,PARISAT Kft.
115.78.230.176,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T07:15:03.227634,,Vietnam,Thanh Pho Ho Chi Minh,,Viettel Corporation
41.226.95.146,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T06:58:26.609455,,Tunisia,,,TOPNET
91.227.172.73,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY, PAUSE

",2016-12-30T06:51:26.560548,host73.172.parktele.com,Russian Federation,Krasnoturinsk,,Park Telecom Ltd
188.175.143.149,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T06:43:10.237266,188-175-143-149.client.rionet.cz,Czech Republic,,,RIO Media a.s.
103.18.167.165,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY, PAUSE

",2016-12-30T06:35:08.946852,,India,,,ApnaTeleLink pvt. Ltd.
93.204.168.102,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T06:25:35.247003,p5DCCA866.dip0.t-ipconnect.de,Germany,,,Deutsche Telekom AG
109.8.132.70,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T06:12:13.231087,70.132.8.109.rev.sfr.net,France,,,SFR
177.21.233.30,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T06:09:52.594690,,Brazil,,,Ipe Informatica Ltda
89.140.200.5,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY, PAUSE

",2016-12-30T06:04:06.799945,conexioneswifi.es,Spain,,,Vodafone Ono
37.123.123.209,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T04:50:53.139723,,Germany,Pforzheim,,ropa GmbH & Co. KG
5.189.95.7,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T03:56:11.586213,5.189.95.7-FTTB.planeta.tc,Russian Federation,,,LLC KomTehCentr
116.58.246.197,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T03:44:20.517615,,Thailand,Bangkok,,CAT Telecom public company Ltd
90.161.123.111,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T03:24:01.266595,,Spain,,,Orange Espana
207.252.72.111,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T02:57:19.359088,axis2.noc.vastnet.net,United States,Melville,,VastNet
206.246.25.29,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T02:35:27.048424,206-246-25-29-static-host.provalue.net,United States,Perkins,,Professional Value Internet Services
178.201.212.43,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T02:17:01.637816,ip-178-201-212-43.hsi08.unitymediagroup.de,Germany,,,Unitymedia NRW GmbH
24.6.20.217,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T01:53:13.875993,c-24-6-20-217.hsd1.ca.comcast.net,United States,Fremont,,Comcast Cable
83.218.228.88,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T01:46:00.834235,83-218-228-88.static.vega-ua.net,Ukraine,,,Valex CJSC
31.41.229.103,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T01:36:00.895949,31.41.229.103.sunnet.net.ru,Russian Federation,,,PE Pivovar Aleksej Nikolaevich
195.20.137.93,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T01:10:26.067086,195-20-137-93.static.livecomm.ru,Russian Federation,,,IT-Yaroslavl Ltd
171.100.231.98,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T01:06:43.386588,cm-171-100-231-98.revip10.asianet.co.th,Thailand,Rayong,,True Internet
83.18.111.251,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T00:56:14.646586,ayh251.internetdsl.tpnet.pl,Poland,,,Orange Polska
78.11.38.199,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T00:53:43.753007,host199.stimo.net,Poland,Dukla,,Telefonia Dialog sp.z.o.o.
31.17.160.78,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T00:12:47.051770,ip1f11a04e.dynamic.kabel-deutschland.de,Germany,Lingen,,Vodafone Kabel Deutschland
80.36.247.239,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-30T00:08:47.128349,239.red-80-36-247.staticip.rima-tde.net,Spain,,,Telefonica de Espana
83.26.89.114,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-30T00:00:36.530516,anh114.neoplus.adsl.tpnet.pl,Poland,Rudawa,,Neostrada Plus
213.108.112.111,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T23:42:00.350215,host111.router1.tygrys.net,Poland,Gdynia,,NOWATEL Sp. z o.o.
201.251.133.115,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T23:41:10.805575,host201-251-133-115.elbolson.com,Argentina,,,Cooperativa De O. S. P. S. V. El Bolson
188.168.43.248,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T23:13:31.006614,client-188-168-43-248.spb-teleport.ru,Russian Federation,Saint Petersburg,Linux 2.6.x,Closed Joint Stock Company TransTeleCom
46.167.248.1,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T22:50:42.561112,,Czech Republic,Ceska,,"UPC Ceska Republica, s.r.o."
109.164.86.26,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T22:49:36.811344,,Czech Republic,,,Cyrilek.net
91.234.129.53,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T21:59:04.938495,91-234-129-53.net.hlg.com.pl,Poland,,,HLG sp. z o.o.
37.201.251.120,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T21:29:05.472720,ip-37-201-251-120.hsi13.unitymediagroup.de,Germany,,,Unitymedia NRW GmbH
194.116.59.219,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T21:27:10.431105,,Italy,,,Network for Wifi Customers
218.91.99.50,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T21:13:30.071540,,China,Nanjing,,China Telecom
93.195.171.205,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T21:12:31.272423,p5DC3ABCD.dip0.t-ipconnect.de,Germany,,,Deutsche Telekom AG
46.167.248.2,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T21:11:39.452912,,Czech Republic,Ceska,Linux 2.6.x,"UPC Ceska Republica, s.r.o."
217.249.127.104,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T20:32:19.338346,pD9F97F68.dip0.t-ipconnect.de,Germany,,,Deutsche Telekom AG
66.231.218.48,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T20:15:16.743983,,United States,Penobscot,,Oxford Networks
86.127.212.60,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T20:11:02.079356,mail.anavider.ro,Romania,Buzau,,RCS & RDS Business
186.1.213.236,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T20:07:58.940497,hostCRS06236.redcrs.com.ar,Argentina,,,Cooperativa Regional de Servicios
147.52.44.115,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY, PAUSE

",2016-12-29T19:39:23.311310,,Greece,Heraklion,,University of Crete
71.11.51.162,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T19:28:27.010081,71-11-51-162.dhcp.spbg.sc.charter.com,United States,Medford,,Charter Communications
38.67.11.226,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T19:26:45.886245,,United States,Fredericksburg,,Cogent Communications
177.137.14.157,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T18:26:58.748834,177.137.14.157.net11.com.br,Brazil,,,Net Onze Provedor de Acesso a Internet Ltda
216.135.118.51,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T18:11:19.899271,,United States,Cedar Rapids,,Circle Computer Resources
91.56.77.145,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T17:07:30.914474,p5B384D91.dip0.t-ipconnect.de,Germany,,,Deutsche Telekom AG
93.238.41.148,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T16:59:45.837208,p5DEE2994.dip0.t-ipconnect.de,Germany,,,Deutsche Telekom AG
87.239.34.225,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T16:08:11.105554,225-34-pppoe.darnet.ru,Russian Federation,,,LLC DARNET
197.237.139.186,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T15:56:00.560829,197.237.139.186.wananchi.com,Kenya,,,Wananchi-ke
187.73.206.138,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY, PAUSE

",2016-12-29T15:50:10.827774,host-206-138.host.stetnet.com.br,Brazil,Presidente Prudente,,Stetnet Telecom
72.26.56.6,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T15:48:57.435479,customer.vtx1.net,United States,Donna,,VTX Communications
185.15.252.20,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T15:36:26.434641,kamera-zstadion.sporknet.cz,Czech Republic,Blatna,,SporkNeT s.r.o.
204.93.97.170,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T15:21:16.077267,host-204-93-97-170.AMNOLT3.epbfi.com,United States,Chattanooga,,EPB Fiber Optics
80.91.116.145,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T15:11:51.261672,,Albania,,,Abissnet sh.a.
82.192.10.143,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T15:03:43.347391,82.192.10.143.jm-data.at,Austria,,,JM-DATA GmbH
195.218.169.6,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T14:48:59.676856,,Russian Federation,,,VimpelCom
206.246.25.41,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T13:57:14.700911,206-246-25-41-static-host.provalue.net,United States,Perkins,,Professional Value Internet Services
94.212.244.22,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T13:53:38.688210,5ED4F416.cm-7-5d.dynamic.ziggo.nl,Netherlands,Groningen,,Ziggo
87.3.207.14,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T13:50:22.854203,host14-207-dynamic.3-87-r.retail.telecomitalia.it,Italy,Ghivizzano,,Telecom Italia
89.185.93.202,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T13:41:45.621689,,Russian Federation,Tyumen,,Telecom Management Company Limited
69.80.124.145,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T12:58:49.845574,cpe-69-80-124-145.futuretk.com,United States,Glenwood,,Future Wireless Technologies Of Nebraska
92.42.112.34,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T12:33:47.152152,ip-92-42-112-34.uznam.net.pl,Poland,,,Multimedia Polska BBI S.A.
199.116.124.116,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY, PAUSE

",2016-12-29T12:27:56.183627,,United States,Ojai,,"California Internet, L.P."
189.69.37.221,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T12:24:03.700559,189-69-37-221.dsl.telesp.net.br,Brazil,Limeira,,Vivo
88.183.253.29,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T12:09:52.894170,remote2.cl-info.fr,France,,,Free SAS
37.20.98.124,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T11:21:42.401401,,Russian Federation,,,JSC Rostelecom regional branch Siberia
212.19.7.143,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T11:21:27.269773,bool.broadband.redcom.ru,Russian Federation,Khabarovsk,,Redcom-Internet Inc.
89.31.46.30,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T11:20:36.522973,,Czech Republic,,,"KP NETWORK, spol. s r.o."
212.40.244.21,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T11:06:15.100934,212.40.244.21.static.user.ono.com,Spain,,,Global Telecomunication Company For Canary Islands
138.186.6.32,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T11:03:46.021920,,Venezuela,,,MESH Comunicaciones C.A.
195.20.124.22,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T10:35:33.160175,,Ukraine,,,Firm Delta PE
82.216.37.139,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T10:35:22.586395,ip-139.net-82-216-37.nice.rev.numericable.fr,France,Aulnay-sous-bois,,Numericable
203.59.175.4,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T10:30:22.748197,203-59-175-4.dyn.iinet.net.au,Australia,Thornlie,,iiNet Limited
2.142.181.225,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T10:26:10.311236,225.red-2-142-181.dynamicip.rima-tde.net,Spain,,,Telefonica de Espana
62.43.206.41,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T10:09:42.543169,62.43.206.41.static.user.ono.com,Spain,Ador,,Vodafone Ono
66.229.138.32,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T09:53:37.668362,c-66-229-138-32.hsd1.fl.comcast.net,United States,Miami,,Comcast Cable
50.141.37.153,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T08:40:33.360563,c-50-141-37-153.hsd1.ca.comcast.net,United States,,,Comcast Cable
93.82.62.203,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T08:31:18.229452,93-82-62-203.adsl.highway.telekom.at,Austria,,,Telekom Austria
189.231.164.12,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T08:03:22.214656,dsl-189-231-164-12-dyn.prod-infinitum.com.mx,Mexico,,,Telmex
82.160.33.61,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T06:58:21.378627,,Poland,,,TK Telekom sp. z o.o.
2.233.129.141,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T06:21:47.975501,,Italy,Mogliano Veneto,,Fastweb
96.39.152.130,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T05:56:42.149801,96-39-152-130.dhcp.knwc.wa.charter.com,United States,Yakima,,Charter Communications
89.206.40.225,554,"RTSP/1.0 200 OK
CSeq: 1
Server: UBNT Streaming Server v1.2
Public: DESCRIBE, SETUP, TEARDOWN, PLAY

",2016-12-29T05:35:07.177829,host225-89-206-40.limes.com.pl,Poland,,,Limes sp. z o.o.
2.174.169.201,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T05:10:51.080604,,Germany,,,T-Mobile Deutschland GmbH
2.238.113.213,554,"RTSP/1.0 200 OK
CSeq: 1
Server: Hipcam RealServer/V1.0
Public: OPTIONS,DESCRIBE,SETUP,TEARDOWN,PLAY,SET_PARAMETER,GET_PARAMETER

",2016-12-29T04:33:38.570512,2-238-113-213.ip243.fastwebnet.it,Italy,Milan,,Fastweb
